time,open,high,low,close,"US05Y, TVC: Open","US05Y, TVC: High","US05Y, TVC: Low","US05Y, TVC: Close","US10Y, TVC: Open","US10Y, TVC: High","US10Y, TVC: Low","US10Y, TVC: Close","US30Y, TVC: Open","US30Y, TVC: High","US30Y, TVC: Low","US30Y, TVC: Close",Volume,Volume MA,SMA1,SMA2,SMA3,SMA4
965050200,59.1875,61.40625,59.09375,61.40625,6.15500021,6.15500021,6.07200003,6.07200003,6.03999996,6.03999996,5.90500021,5.90500021,5.78299999,5.78299999,5.72800016,5.73899984,NaN,NaN,60.24062300000001,NaN,NaN,NaN
965655000,61.42187,62.29687,61.32812,62.07812,6.06500006,6.06500006,6.00500011,6.00500011,5.96299982,5.96299982,5.76399994,5.79099989,5.75699997,5.75699997,5.68100023,5.68100023,NaN,NaN,60.220310000000005,NaN,NaN,NaN
966259800,62.21875,62.90625,62.10937,62.60937,6.06400013,6.14499998,6.06400013,6.13700008,5.77299976,5.83799982,5.77299976,5.77699995,5.69199991,5.74399996,5.69199991,5.71199989,NaN,NaN,60.36562200000001,NaN,NaN,NaN
966864600,62.6875,63.0625,62.48437,62.71875,6.0999999,6.0999999,6.00199986,6.00199986,5.78700018,5.78700018,5.72100019,5.7329998,5.70699978,5.71700001,5.65799999,5.65799999,NaN,NaN,60.632810000000006,NaN,NaN,NaN
967469400,62.65625,63.59375,62.54687,63.40625,6.00099993,6.06899977,5.9749999,5.9749999,5.77199984,5.81400013,5.68499994,5.68499994,5.72599983,5.75099993,5.66499996,5.66499996,NaN,NaN,61.071873000000004,NaN,NaN,NaN
968160600,63.35937,63.875,63.3125,63.75,5.90899992,5.95900011,5.90899992,5.95900011,5.68900013,5.75400019,5.68900013,5.73699999,5.66800022,5.71500015,5.66800022,5.71500015,NaN,NaN,61.595311,NaN,NaN,NaN
968679000,63.85937,64.51562,63,63,5.98400021,5.98400021,5.92799997,5.9380002,5.77699995,5.83699989,5.73099995,5.83699989,5.72900009,5.81799984,5.72900009,5.81799984,NaN,NaN,61.892186,NaN,NaN,NaN
969283800,63.21875,63.21875,60.67187,61.75,5.90700006,5.97200012,5.8829999,5.8829999,5.87099981,5.90500021,5.84800005,5.84800005,5.95599985,5.95800018,5.90999985,5.91200018,NaN,NaN,61.951561000000005,NaN,NaN,NaN
969888600,61.79687,63.5625,61.53125,63.09375,5.93499994,5.93499994,5.87099981,5.87099981,5.84800005,5.84800005,5.8039999,5.80800009,5.89900017,5.90100002,5.85599995,5.88600016,NaN,NaN,62.253124,NaN,NaN,NaN
970493400,63.03125,64.03125,61.78125,61.98437,5.84299994,5.91499996,5.84299994,5.89300013,5.83099985,5.89499998,5.8210001,5.8210001,5.92700005,5.94299984,5.89599991,5.89599991,NaN,NaN,62.579686,NaN,NaN,NaN
971098200,62.125,62.125,59.07812,60.09375,5.85900021,5.85900021,5.68499994,5.68499994,5.8210001,5.8210001,5.72399998,5.73199987,5.8499999,5.8499999,5.81400013,5.81799984,NaN,NaN,62.448436,NaN,NaN,NaN
971703000,60.125,61.15625,58.25,61.125,5.74399996,5.74399996,5.66499996,5.67600012,5.73600006,5.73600006,5.63800001,5.63800001,5.80700016,5.80700016,5.75,5.75,NaN,NaN,62.353124,NaN,NaN,NaN
972307800,61,62.125,60.25,61.4375,5.64300013,5.76100016,5.64300013,5.76100016,5.59399986,5.72800016,5.59399986,5.72800016,5.68200016,5.74800014,5.68200016,5.7329998,NaN,NaN,62.235937,NaN,NaN,NaN
972916200,62.15625,64.28125,62.15625,63.71875,5.83300018,5.83300018,5.77799988,5.79300022,5.73600006,5.82700014,5.73600006,5.82700014,5.76000023,5.78900003,5.76000023,5.78900003,NaN,NaN,62.335937,NaN,NaN,NaN
973521000,63.75,64.15625,62.65625,62.75,5.88999987,5.90199995,5.78299999,5.78299999,5.84399986,5.8670001,5.79699993,5.79699993,5.88600016,5.89499998,5.86399984,5.86399984,NaN,NaN,62.270312000000004,NaN,NaN,NaN
974125800,62.125,63,61.625,61.95312,5.71400023,5.71400023,5.63899994,5.63899994,5.76999998,5.76999998,5.66599989,5.70599985,5.84100008,5.84100008,5.7420001,5.7420001,NaN,NaN,62.090624000000005,NaN,NaN,NaN
974730600,61.875,61.875,60.5,61,5.6500001,5.6500001,5.63700008,5.63700008,5.67299986,5.67299986,5.6329999,5.63700008,5.75600004,5.75600004,5.7329998,5.7329998,NaN,NaN,61.890624,NaN,NaN,NaN
975335400,61.4375,61.75,60,61.03125,5.61399984,5.61399984,5.44399977,5.44399977,5.62599993,5.62599993,5.47800016,5.51800013,5.69899988,5.69899988,5.60900021,5.60900021,NaN,NaN,61.818749000000004,NaN,NaN,NaN
975940200,61,63,61,62,5.4749999,5.4749999,5.25699997,5.26399994,5.55499983,5.55499983,5.29899979,5.29899979,5.69399977,5.69399977,5.50400019,5.50400019,NaN,NaN,61.709374000000004,NaN,NaN,NaN
976545000,62.5625,63.0625,60.875,60.875,5.33300018,5.33300018,5.17600012,5.17600012,5.36199999,5.36199999,5.17999983,5.17999983,5.54400015,5.54400015,5.44199991,5.44199991,NaN,NaN,61.598437000000004,NaN,NaN,NaN
